"id","car_model_id","name","year_begin","year_end","created_at","updated_at"
"1473","1367","Nissan Cherry II (F10)","1974","1978",NULL,NULL
"1474","1367","Nissan Cherry I (E10)","1970","1974",NULL,NULL
"1475","1368","Nissan Cima V (Y51)","2012",NULL,NULL,NULL
"1476","1368","Nissan Cima IV (F50)","2001","2010",NULL,NULL
"1477","1368","Nissan Cima III (Y33)","1996","2001",NULL,NULL
"1478","1371","Nissan Cube III (Z12)","2008",NULL,NULL,NULL
"1479","1371","Nissan Cube II (Z11)","2002","2008",NULL,NULL
"1480","1371","Nissan Cube I (Z10)","1998","2003",NULL,NULL
"1482","1374","Nissan Elgrand II (E51)","2002","2010",NULL,NULL
"1483","1374","Nissan Elgrand I (E50)","1997","2002",NULL,NULL
"1484","1376","Nissan Fairlady Z VI (Z34)","2008",NULL,NULL,NULL
"1485","1376","Nissan Fairlady Z V (Z33)","2002","2008",NULL,NULL
"1486","1376","Nissan Fairlady Z IV (Z32)","1989","2000",NULL,NULL
"1487","1376","Nissan Fairlady Z III (Z31)","1983","1989",NULL,NULL
"1488","1378","Nissan Fuga II","2009",NULL,NULL,NULL
"1489","1378","Nissan Fuga I","2004","2009",NULL,NULL
"1490","1379","Nissan Gloria XI (Y34)","1999","2004",NULL,NULL
"1491","1379","Nissan Gloria X (Y33)","1995","1999",NULL,NULL
"1492","1379","Nissan Gloria IX (Y32)","1991","1995",NULL,NULL
"1493","1379","Nissan Gloria VIII (Y31)","1987","1999",NULL,NULL
"1494","1379","Nissan Gloria VI (430)","1979","1983",NULL,NULL
"1495","1381","Nissan Juke I Рестайлинг","2014",NULL,NULL,NULL
"1496","1381","Nissan Juke I","2010","2014",NULL,NULL
"1497","1383","Nissan Langley III (N13)","1986","1990",NULL,NULL
"1498","1383","Nissan Langley II (N12)","1982","1986",NULL,NULL
"1499","1385","Nissan Laurel VIII (C35)","1997","2002",NULL,NULL
"1500","1385","Nissan Laurel VII (C34)","1993","1997",NULL,NULL
"1501","1385","Nissan Laurel VI (C33)","1989","1993",NULL,NULL
"1502","1385","Nissan Laurel V (C32)","1984","1989",NULL,NULL
"1503","1385","Nissan Laurel IV (C31)","1981","1985",NULL,NULL
"1504","1385","Nissan Laurel III (C230)","1977","1983",NULL,NULL
"1505","1387","Nissan Leopard IV (Y33)","1996","2000",NULL,NULL
"1506","1387","Nissan Leopard III (Y32)","1992","1996",NULL,NULL
"1507","1387","Nissan Leopard II (F31)","1986","1992",NULL,NULL
"1508","1390","Nissan March IV (K13)","2010",NULL,NULL,NULL
"1509","1390","Nissan March III (K12)","2003","2010",NULL,NULL
"1510","1390","Nissan March II (K11)","1992","2002",NULL,NULL
"1511","1390","Nissan March I (K10)","1982","1992",NULL,NULL
"1512","1391","Nissan Maxima VII (A35)","2008",NULL,NULL,NULL
"1513","1391","Nissan Maxima VI (A34)","2003","2008",NULL,NULL
"1514","1391","Nissan Maxima V (A33)","2000","2008",NULL,NULL
"1515","1391","Nissan Maxima IV (A32)","1995","2000",NULL,NULL
"1516","1391","Nissan Maxima III (J30)","1988","1994",NULL,NULL
"1517","1391","Nissan Maxima II (U11)","1985","1988",NULL,NULL
"1518","1391","Nissan Maxima I (L810)","1981","1984",NULL,NULL
"1520","1394","Nissan Moco II","2006","2011",NULL,NULL
"1521","1394","Nissan Moco I","2001","2006",NULL,NULL
"1522","1395","Nissan Murano II (Z51)","2008",NULL,NULL,NULL
"1523","1395","Nissan Murano I (Z50)","2002","2008",NULL,NULL
"1524","1396","Nissan Navara (Frontier) III (D40) Рестайлинг","2010",NULL,NULL,NULL
"1525","1396","Nissan Navara (Frontier) III (D40)","2005","2010",NULL,NULL
"1526","1396","Nissan Navara (Frontier) II (D22)","1998","2007",NULL,NULL
"1527","1396","Nissan Navara (Frontier) I (D21)","1986","1998",NULL,NULL
"1528","1397","Nissan Note II","2012",NULL,NULL,NULL
"1529","1397","Nissan Note I Рестайлинг","2009","2014",NULL,NULL
"1530","1397","Nissan Note I","2005","2009",NULL,NULL
"1532","1401","Nissan Otti (Dayz) II (H92)","2006","2013",NULL,NULL
"1533","1401","Nissan Otti (Dayz) III","2006","2013",NULL,NULL
"1534","1401","Nissan Otti (Dayz) I (H91)","2005","2006",NULL,NULL
"1535","1403","Nissan Pathfinder IV","2012",NULL,NULL,NULL
"1536","1403","Nissan Pathfinder III Рестайлинг","2010","2014",NULL,NULL
"1537","1403","Nissan Pathfinder III","2004","2010",NULL,NULL
"1538","1403","Nissan Pathfinder II","1996","2004",NULL,NULL
"1539","1403","Nissan Pathfinder I","1986","1997",NULL,NULL
"1540","1404","Nissan Patrol VI (Y62)","2010",NULL,NULL,NULL
"1541","1404","Nissan Patrol V (Y61)","1997","2010",NULL,NULL
"1542","1404","Nissan Patrol IV (Y60)","1988","1997",NULL,NULL
"1543","1404","Nissan Patrol III (K160, K260)","1979","1995",NULL,NULL
"1546","1410","Oldsmobile Aurora II","2001","2003",NULL,NULL
"1547","1410","Oldsmobile Aurora I","1994","1999",NULL,NULL
"1548","1411","Oldsmobile Bravada III","2001","2004",NULL,NULL
"1549","1411","Oldsmobile Bravada II","1995","2001",NULL,NULL
"1550","1411","Oldsmobile Bravada I","1990","1995",NULL,NULL
"1554","1416","Oldsmobile Eighty-Eight X","1992","1999",NULL,NULL
"1555","1416","Oldsmobile Eighty-Eight IX","1986","1991",NULL,NULL
"1556","1416","Oldsmobile Eighty-Eight VIII","1977","1985",NULL,NULL
"1557","1418","Oldsmobile Ninety-Eight XI","1991","1996",NULL,NULL
"1558","1418","Oldsmobile Ninety-Eight X","1985","1990",NULL,NULL
"1559","1418","Oldsmobile Ninety-Eight IX","1977","1984",NULL,NULL
"1560","1420","Oldsmobile Silhouette II","1996","2004",NULL,NULL
"1561","1420","Oldsmobile Silhouette I","1989","1996",NULL,NULL
"1562","1422","Opel Admiral B","1969","1978",NULL,NULL
"1563","1423","Opel Agila B","2008",NULL,NULL,NULL
"1564","1423","Opel Agila A","2000","2007",NULL,NULL
"1565","1425","Opel Antara I Рестайлинг","2010",NULL,NULL,NULL
"1566","1425","Opel Antara I","2006","2011",NULL,NULL
"1567","1426","Opel Ascona C","1981","1988",NULL,NULL
"1568","1426","Opel Ascona B","1975","1981",NULL,NULL
"1569","1426","Opel Ascona A","1970","1975",NULL,NULL
"1570","1427","Opel Astra J Рестайлинг","2011",NULL,NULL,NULL
"1571","1427","Opel Astra J","2009","2012",NULL,NULL
"1572","1427","Opel Astra H Рестайлинг","2005",NULL,NULL,NULL
"1573","1427","Opel Astra H","2004","2007",NULL,NULL
"1574","1427","Opel Astra G","1998","2005",NULL,NULL
"1575","1427","Opel Astra F","1991","2005",NULL,NULL
"1577","1431","Opel Combo D","2012",NULL,NULL,NULL
"1578","1431","Opel Combo C","2001","2011",NULL,NULL
"1579","1431","Opel Combo B","1993","2000",NULL,NULL
"1580","1432","Opel Commodore C","1978","1982",NULL,NULL
"1581","1432","Opel Commodore B","1972","1978",NULL,NULL
"1582","1433","Opel Corsa D Рестайлинг II","2011","2014",NULL,NULL
"1583","1433","Opel Corsa D Ресталинг I","2010","2011",NULL,NULL
"1584","1433","Opel Corsa D","2006","2010",NULL,NULL
"1585","1433","Opel Corsa C","2000","2006",NULL,NULL
"1586","1433","Opel Corsa B","1993","2000",NULL,NULL
"1587","1433","Opel Corsa A","1982","1993",NULL,NULL
"1588","1434","Opel Diplomat B","1969","1978",NULL,NULL
"1589","1435","Opel Frontera B","1998","2004",NULL,NULL
"1590","1435","Opel Frontera A","1992","1998",NULL,NULL
"1591","1437","Opel Insignia I Рестайлинг","2013",NULL,NULL,NULL
"1592","1437","Opel Insignia I","2008","2013",NULL,NULL
"1593","1438","Opel Kadett E","1984","1994",NULL,NULL
"1594","1438","Opel Kadett D","1979","1984",NULL,NULL
"1595","1438","Opel Kadett C","1973","1979",NULL,NULL
"1596","1439","Opel Manta B","1975","1988",NULL,NULL
"1597","1439","Opel Manta A","1970","1975",NULL,NULL
"1598","1440","Opel Meriva B Рестайлинг","2013",NULL,NULL,NULL
"1599","1440","Opel Meriva B","2010","2013",NULL,NULL
"1600","1440","Opel Meriva A","2002","2010",NULL,NULL
"1601","1442","Opel Monterey A рестайлинг","1998","1999",NULL,NULL
"1602","1442","Opel Monterey A","1991","1998",NULL,NULL
"1603","1444","Opel Omega B","1994","2004",NULL,NULL
"1604","1444","Opel Omega A","1984","1994",NULL,NULL
"1605","1445","Opel Rekord E","1977","1986",NULL,NULL
"1606","1445","Opel Rekord D","1972","1977",NULL,NULL
"1607","1446","Opel Senator B","1987","1993",NULL,NULL
"1608","1446","Opel Senator A","1978","1987",NULL,NULL
"1609","1450","Opel Tigra B","2004","2009",NULL,NULL
"1610","1450","Opel Tigra A","1994","2001",NULL,NULL
"1611","1451","Opel Vectra C","2002","2009",NULL,NULL
"1612","1451","Opel Vectra B","1995","2003",NULL,NULL
"1613","1451","Opel Vectra A","1988","1995",NULL,NULL
"1615","1453","Opel Zafira C","2012",NULL,NULL,NULL
"1616","1453","Opel Zafira B","2005",NULL,NULL,NULL
"1617","1453","Opel Zafira A","1999","2006",NULL,NULL
"1621","1469","Peugeot 106 I Рестайлинг","1996","2004",NULL,NULL
"1622","1469","Peugeot 106 I","1991","1996",NULL,NULL
"1629","1477","Peugeot 3008 I Рестайлинг","2013",NULL,NULL,NULL
"1630","1477","Peugeot 3008 I","2009",NULL,NULL,NULL
"1635","1483","Peugeot 308 II","2013",NULL,NULL,NULL
"1636","1483","Peugeot 308 I Рестайлинг","2011",NULL,NULL,NULL
"1637","1483","Peugeot 308 I","2008","2011",NULL,NULL
"1645","1501","Peugeot Partner II Рестайлинг","2011",NULL,NULL,NULL
"1646","1501","Peugeot Partner II","2008","2011",NULL,NULL
"1647","1501","Peugeot Partner I","1997","2008",NULL,NULL
"1648","1502","Peugeot RCZ I Рестайлинг","2012",NULL,NULL,NULL
"1649","1502","Peugeot RCZ I","2010","2012",NULL,NULL
"1653","1512","Plymouth Voyager III","1996","2001",NULL,NULL
"1654","1512","Plymouth Voyager II","1991","1995",NULL,NULL
"1655","1512","Plymouth Voyager I","1984","1990",NULL,NULL
"1657","1515","Pontiac Bonneville X","2000","2005",NULL,NULL
"1658","1515","Pontiac Bonneville IX","1991","2004",NULL,NULL
"1659","1515","Pontiac Bonneville VIII","1987","1991",NULL,NULL
"1660","1517","Pontiac Firebird IV","1993","2002",NULL,NULL
"1661","1517","Pontiac Firebird III","1982","1992",NULL,NULL
"1662","1517","Pontiac Firebird II","1970","1981",NULL,NULL
"1663","1517","Pontiac Firebird I","1967","1969",NULL,NULL
"1667","1522","Pontiac Grand AM V","1998","2005",NULL,NULL
"1668","1522","Pontiac Grand AM IV","1992","1998",NULL,NULL
"1669","1522","Pontiac Grand AM III","1985","1991",NULL,NULL
"1670","1523","Pontiac Grand Prix VII","2004","2008",NULL,NULL
"1671","1523","Pontiac Grand Prix VI","1996","2003",NULL,NULL
"1672","1523","Pontiac Grand Prix V","1988","1996",NULL,NULL
"1673","1525","Pontiac LeMans I Рестайлинг","1991","1993",NULL,NULL
"1674","1525","Pontiac LeMans I","1988","1991",NULL,NULL
"1675","1526","Pontiac Montana II SV6","2005","2009",NULL,NULL
"1676","1526","Pontiac Montana I","1997","2005",NULL,NULL
"1677","1528","Pontiac Phoenix II","1979","1984",NULL,NULL
"1678","1528","Pontiac Phoenix I","1977","1979",NULL,NULL
"1680","1530","Pontiac Sunbird III","1988","1994",NULL,NULL
"1681","1530","Pontiac Sunbird II","1981","1988",NULL,NULL
"1682","1530","Pontiac Sunbird I","1975","1980",NULL,NULL
"1684","1534","Pontiac Trans Sport II","1997","1999",NULL,NULL
"1685","1534","Pontiac Trans Sport I","1989","1999",NULL,NULL
"1686","1535","Pontiac Vibe II","2008","2009",NULL,NULL
"1687","1535","Pontiac Vibe I Рестайлинг","2005","2008",NULL,NULL
"1688","1535","Pontiac Vibe I","2002","2004",NULL,NULL
"1689","1536","Porsche 911 VII (991)","2011",NULL,NULL,NULL
"1690","1536","Porsche 911 VI (997)","2005","2012",NULL,NULL
"1691","1536","Porsche 911 V (996)","1997","2005",NULL,NULL
"1692","1536","Porsche 911 IV (993)","1993","1997",NULL,NULL
"1693","1536","Porsche 911 III (964)","1988","1994",NULL,NULL
"1694","1536","Porsche 911 II (930)","1972","1990",NULL,NULL
"1695","1536","Porsche 911 I (901, 911)","1963","1979",NULL,NULL
"1698","1544","Porsche Boxster III (981)","2012",NULL,NULL,NULL
"1699","1544","Porsche Boxster II (987)","2004","2011",NULL,NULL
"1700","1544","Porsche Boxster I (986)","1996","2004",NULL,NULL
"1701","1546","Porsche Cayenne II (958)","2010","2014",NULL,NULL
"1702","1546","Porsche Cayenne I Рестайлинг (957)","2007","2010",NULL,NULL
"1703","1546","Porsche Cayenne I (955)","2002","2007",NULL,NULL
"1704","1547","Porsche Cayman II (981)","2012",NULL,NULL,NULL
"1705","1547","Porsche Cayman I (987)","2005","2012",NULL,NULL
"1706","1549","Porsche Panamera I Рестайлинг","2013",NULL,NULL,NULL
"1707","1549","Porsche Panamera I","2009","2013",NULL,NULL
"1708","1559","Proton Saga II","2008",NULL,NULL,NULL
"1709","1559","Proton Saga I","1985","2008",NULL,NULL
"1710","1560","Proton Satria II","2006",NULL,NULL,NULL
"1711","1560","Proton Satria I (300 Series)","1996","2005",NULL,NULL
"1713","1563","PUCH G-modell W461","1992","2000",NULL,NULL
"1714","1563","PUCH G-modell W463","1989","2000",NULL,NULL
"1715","1563","PUCH G-modell W460","1979","1992",NULL,NULL
"1716","1564","PUCH Pinzgauer 716","1987",NULL,NULL,NULL
"1717","1564","PUCH Pinzgauer 718","1987",NULL,NULL,NULL
"1718","1564","PUCH Pinzgauer 710","1974","1987",NULL,NULL
"1719","1564","PUCH Pinzgauer 712","1971","1985",NULL,NULL
"1724","1577","Renault 19 II (Europa)","1996","2002",NULL,NULL
"1725","1577","Renault 19 II","1991","1997",NULL,NULL
"1726","1577","Renault 19 I","1988","1992",NULL,NULL
"1729","1583","Renault 5 II","1984","2002",NULL,NULL
"1730","1583","Renault 5 I","1972","1985",NULL,NULL
"1731","1588","Renault Clio IV","2012",NULL,NULL,NULL
"1732","1588","Renault Clio III","2005",NULL,NULL,NULL
"1733","1588","Renault Clio II","1998",NULL,NULL,NULL
"1734","1588","Renault Clio I","1990","1998",NULL,NULL
"1735","1590","Renault Espace IV","2002",NULL,NULL,NULL
"1736","1590","Renault Espace III","1996","2003",NULL,NULL
"1737","1590","Renault Espace II","1991","1996",NULL,NULL
"1738","1590","Renault Espace I","1984","1992",NULL,NULL
"1739","1592","Renault Fluence I Рестайлинг","2013",NULL,NULL,NULL
"1740","1592","Renault Fluence I","2009",NULL,NULL,NULL
"1741","1594","Renault Kangoo II Рестайлинг","2013",NULL,NULL,NULL
"1742","1594","Renault Kangoo II","2008","2013",NULL,NULL
"1743","1594","Renault Kangoo I","1998","2008",NULL,NULL
"1744","1595","Renault Koleos I Рестайлинг 2","2013",NULL,NULL,NULL
"1745","1595","Renault Koleos I Рестайлинг","2011","2013",NULL,NULL
"1746","1595","Renault Koleos I","2008","2011",NULL,NULL
"1747","1596","Renault Laguna III","2007",NULL,NULL,NULL
"1748","1596","Renault Laguna II","2001","2008",NULL,NULL
"1749","1596","Renault Laguna I","1993","2001",NULL,NULL
"1750","1598","Renault Logan II","2014",NULL,NULL,NULL
"1751","1598","Renault Logan I Рестайлинг","2009",NULL,NULL,NULL
"1752","1598","Renault Logan I","2004","2009",NULL,NULL
"1753","1599","Renault Megane III Рестайлинг","2013",NULL,NULL,NULL
"1754","1599","Renault Megane III","2008","2013",NULL,NULL
"1755","1599","Renault Megane II","2002","2008",NULL,NULL
"1756","1599","Renault Megane I","1996","2003",NULL,NULL
"1757","1600","Renault Modus I Рестайлинг","2008","2012",NULL,NULL
"1758","1600","Renault Modus I","2004","2008",NULL,NULL
"1759","1601","Renault Rodeo II","1981","1987",NULL,NULL
"1760","1601","Renault Rodeo I","1971","1981",NULL,NULL
"1761","1602","Renault Safrane II","2008","2010",NULL,NULL
"1762","1602","Renault Safrane I Рестайлинг","1996","2000",NULL,NULL
"1763","1602","Renault Safrane I","1992","1996",NULL,NULL
"1764","1604","Renault Scenic III Рестайлинг","2012",NULL,NULL,NULL
"1765","1604","Renault Scenic III","2009","2012",NULL,NULL
"1766","1604","Renault Scenic II","2003","2009",NULL,NULL
"1767","1604","Renault Scenic I","1996","2003",NULL,NULL
"1768","1606","Renault Symbol ll","2008","2012",NULL,NULL
"1769","1606","Renault Symbol I","1999","2008",NULL,NULL
"1770","1607","Renault Twingo II Рестайлинг","2012",NULL,NULL,NULL
"1771","1607","Renault Twingo II","2007","2012",NULL,NULL
"1772","1607","Renault Twingo I","1993","2008",NULL,NULL
"1773","1612","Renault Samsung SM3 II","2009",NULL,NULL,NULL
"1774","1612","Renault Samsung SM3 I Рестайлинг","2006","2009",NULL,NULL
"1775","1612","Renault Samsung SM3 I","2002","2006",NULL,NULL
"1776","1613","Renault Samsung SM5 II","2005","2010",NULL,NULL
"1777","1613","Renault Samsung SM5 I","1998","2005",NULL,NULL
"1779","1620","Rolls-Royce Silver Spur Mark IV","1994","1998",NULL,NULL
"1780","1620","Rolls-Royce Silver Spur Mark III","1993","1994",NULL,NULL
"1781","1620","Rolls-Royce Silver Spur Mark II","1989","1993",NULL,NULL
"1782","1620","Rolls-Royce Silver Spur Mark I","1980","1989",NULL,NULL
"1784","1624","Rover 200 III (R3)","1995","2000",NULL,NULL
"1785","1624","Rover 200 II (R8)","1989","2000",NULL,NULL
"1786","1624","Rover 200 I (SD3)","1985","1989",NULL,NULL
"1788","1626","Rover 400 II (HH-R)","1995","2000",NULL,NULL
"1789","1626","Rover 400 I (R8)","1990","1998",NULL,NULL
"1795","1636","Saab 9-3 II","2002","2012",NULL,NULL
"1796","1636","Saab 9-3 I","1998","2003",NULL,NULL
"1797","1638","Saab 9-5 II","2010","2012",NULL,NULL
"1798","1638","Saab 9-5 I","1997","2010",NULL,NULL
"1799","1641","Saab 900 II","1993","1998",NULL,NULL
"1800","1641","Saab 900 I","1978","1994",NULL,NULL
"1806","1655","Saturn SC II","1997","2002",NULL,NULL
"1807","1655","Saturn SC I","1991","1996",NULL,NULL
"1808","1657","Saturn SL II","1996","2002",NULL,NULL
"1809","1657","Saturn SL I","1991","1995",NULL,NULL
"1810","1658","Saturn SW II","1996","2001",NULL,NULL
"1811","1658","Saturn SW I","1993","1995",NULL,NULL
"1812","1659","Saturn VUE II","2007","2010",NULL,NULL
"1813","1659","Saturn VUE I","2001","2007",NULL,NULL
"1814","1662","Scion tC II","2010",NULL,NULL,NULL
"1815","1662","Scion tC I","2004","2010",NULL,NULL
"1816","1664","Scion xB II Рестайлинг","2010",NULL,NULL,NULL
"1817","1664","Scion xB II","2007","2010",NULL,NULL
"1818","1664","Scion xB I","2003","2007",NULL,NULL
"1819","1667","SEAT Alhambra II","2010",NULL,NULL,NULL
"1820","1667","SEAT Alhambra I","1996","2010",NULL,NULL
"1822","1670","SEAT Cordoba II","2003","2009",NULL,NULL
"1823","1670","SEAT Cordoba I Рестайлинг","1999","2003",NULL,NULL
"1824","1670","SEAT Cordoba I","1993","1999",NULL,NULL
"1826","1673","SEAT Ibiza IV Рестайлинг","2012",NULL,NULL,NULL
"1827","1673","SEAT Ibiza IV","2008","2012",NULL,NULL
"1828","1673","SEAT Ibiza III","2001","2008",NULL,NULL
"1829","1673","SEAT Ibiza II Рестайлинг","1999","2001",NULL,NULL
"1830","1673","SEAT Ibiza II","1993","1999",NULL,NULL
"1831","1673","SEAT Ibiza I","1984","1993",NULL,NULL
"1832","1674","SEAT Leon III","2013",NULL,NULL,NULL
"1833","1674","SEAT Leon II","2005","2012",NULL,NULL
"1834","1674","SEAT Leon I","1999","2005",NULL,NULL
"1835","1678","SEAT Toledo IV","2012",NULL,NULL,NULL
"1836","1678","SEAT Toledo III","2006","2009",NULL,NULL
"1837","1678","SEAT Toledo II","1998","2006",NULL,NULL
"1838","1678","SEAT Toledo I","1991","1999",NULL,NULL
"1839","1681","Skoda 100 Series II","1976","1991",NULL,NULL
"1840","1681","Skoda 100 Series I","1969","1984",NULL,NULL
"1842","1683","Skoda Fabia II","2007",NULL,NULL,NULL
"1843","1683","Skoda Fabia I","1999","2007",NULL,NULL
"1845","1685","Skoda Felicia I Рестайлинг","1998","2001",NULL,NULL
"1846","1685","Skoda Felicia I","1994","2001",NULL,NULL
"1847","1686","Skoda Octavia III","2013",NULL,NULL,NULL
"1848","1686","Skoda Octavia II Рестайлинг","2008","2013",NULL,NULL
"1849","1686","Skoda Octavia II","2004","2009",NULL,NULL
"1850","1686","Skoda Octavia I","1996","2011",NULL,NULL
"1852","1689","Skoda Superb II Рестайлинг","2013",NULL,NULL,NULL
"1853","1689","Skoda Superb II","2008","2013",NULL,NULL
"1854","1689","Skoda Superb I","2002","2008",NULL,NULL
"1855","1690","Skoda Yeti I Рестайлинг","2013",NULL,NULL,NULL
"1856","1690","Skoda Yeti I","2009","2013",NULL,NULL
"1857","1692","Smart Fortwo II","2007","2014",NULL,NULL
"1858","1692","Smart Fortwo I","1998","2007",NULL,NULL
"1861","1699","Ssang Yong Actyon II Рестайлинг","2013",NULL,NULL,NULL
"1862","1699","Ssang Yong Actyon II","2010","2013",NULL,NULL
"1863","1699","Ssang Yong Actyon I","2006","2010",NULL,NULL
"1864","1700","Ssang Yong Actyon Sports II","2012",NULL,NULL,NULL
"1865","1700","Ssang Yong Actyon Sports I","2006","2012",NULL,NULL
"1866","1701","Ssang Yong Chairman II (W)","2008",NULL,NULL,NULL
"1867","1701","Ssang Yong Chairman I (H)","1997",NULL,NULL,NULL
"1868","1704","Ssang Yong Korando II","1996","2006",NULL,NULL
"1869","1704","Ssang Yong Korando I","1988","1996",NULL,NULL
"1870","1705","Ssang Yong Kyron I Рестайлинг","2007",NULL,NULL,NULL
"1871","1705","Ssang Yong Kyron I","2005","2007",NULL,NULL
"1872","1706","Ssang Yong Musso I Рестайлинг","1999","2006",NULL,NULL
"1873","1706","Ssang Yong Musso I","1993","1998",NULL,NULL
"1874","1707","Ssang Yong Rexton III","2012",NULL,NULL,NULL
"1875","1707","Ssang Yong Rexton II","2007","2012",NULL,NULL
"1876","1707","Ssang Yong Rexton I","2002","2008",NULL,NULL
"1877","1708","Ssang Yong Rodius I Рестайлинг","2007","2013",NULL,NULL
"1878","1708","Ssang Yong Rodius I","2004","2007",NULL,NULL
"1879","1714","Subaru Domingo II","1994","1998",NULL,NULL
"1880","1714","Subaru Domingo I","1991","1994",NULL,NULL
"1881","1716","Subaru Forester IV","2012",NULL,NULL,NULL
"1882","1716","Subaru Forester III","2007","2013",NULL,NULL
"1883","1716","Subaru Forester II Рестайлинг","2005","2008",NULL,NULL
"1884","1716","Subaru Forester II","2002","2005",NULL,NULL
"1885","1716","Subaru Forester I","1997","2002",NULL,NULL
"1886","1718","Subaru Justy IV","2007","2011",NULL,NULL
"1887","1718","Subaru Justy III","2003","2007",NULL,NULL
"1888","1718","Subaru Justy II","1995","2003",NULL,NULL
"1889","1718","Subaru Justy I Рестайлинг","1987","1995",NULL,NULL
"1890","1718","Subaru Justy I","1984","1991",NULL,NULL
"1891","1719","Subaru Legacy VI","2014",NULL,NULL,NULL
"1892","1719","Subaru Legacy V","2009",NULL,NULL,NULL
"1893","1719","Subaru Legacy IV","2003","2009",NULL,NULL
"1894","1719","Subaru Legacy III","1998","2003",NULL,NULL
"1895","1719","Subaru Legacy II","1994","1999",NULL,NULL
"1896","1719","Subaru Legacy I","1989","1994",NULL,NULL
"1897","1720","Subaru Leone III","1984","1994",NULL,NULL
"1898","1720","Subaru Leone II","1979","1984",NULL,NULL
"1899","1723","Subaru Outback IV","2009",NULL,NULL,NULL
"1900","1723","Subaru Outback III","2003","2009",NULL,NULL
"1901","1723","Subaru Outback II","1999","2003",NULL,NULL
"1902","1723","Subaru Outback I","1994","1999",NULL,NULL
"1903","1724","Subaru Pleo II","2010",NULL,NULL,NULL
"1904","1724","Subaru Pleo I","1998","2010",NULL,NULL
"1905","1732","Subaru Tribeca I Рестайлинг","2007","2014",NULL,NULL
"1906","1732","Subaru Tribeca I","2004","2007",NULL,NULL
"1908","1737","Suzuki Alto VII (HA25)","2009",NULL,NULL,NULL
"1909","1737","Suzuki Alto VI (HA24)","2004","2009",NULL,NULL
"1910","1737","Suzuki Alto V","1998","2012",NULL,NULL
"1911","1737","Suzuki Alto IV","1994","1998",NULL,NULL
"1912","1737","Suzuki Alto III","1988","1994",NULL,NULL
"1913","1737","Suzuki Alto II","1984","1993",NULL,NULL
"1914","1737","Suzuki Alto I","1979","1984",NULL,NULL
"1916","1740","Suzuki Cervo V","2006","2009",NULL,NULL
"1917","1740","Suzuki Cervo I","1977","1982",NULL,NULL
"1918","1742","Suzuki Escudo III","2005",NULL,NULL,NULL
"1919","1742","Suzuki Escudo II","1997","2005",NULL,NULL
"1920","1742","Suzuki Escudo I","1988","1998",NULL,NULL
"1922","1745","Suzuki Grand Vitara III Рестайлинг","2012","2014",NULL,NULL
"1923","1745","Suzuki Grand Vitara III","2005","2012",NULL,NULL
"1924","1745","Suzuki Grand Vitara II","1997","2006",NULL,NULL
"1925","1745","Grand Vitara I","1988","2006",NULL,NULL
"1927","1747","Suzuki Jimny III Рестайлинг 2","2012",NULL,NULL,NULL
"1928","1747","Suzuki Jimny III Рестайлинг 1","2005","2012",NULL,NULL
"1929","1747","Suzuki Jimny III","1998","2005",NULL,NULL
"1930","1747","Suzuki Jimny II (Samurai)","1981","1998",NULL,NULL
"1931","1750","Suzuki Landy II","2010",NULL,NULL,NULL
"1932","1750","Suzuki Landy I","2007","2010",NULL,NULL
"1933","1751","Suzuki Liana I Рестайлинг","2004","2008",NULL,NULL
"1934","1751","Suzuki Liana I","2001","2006",NULL,NULL
"1935","1752","Suzuki MR Wagon III","2011",NULL,NULL,NULL
"1936","1752","Suzuki MR Wagon II","2005","2011",NULL,NULL
"1937","1752","Suzuki MR Wagon I","2001","2005",NULL,NULL
"1938","1755","Suzuki Solio II","2011",NULL,NULL,NULL
"1939","1755","Suzuki Solio I","2005","2010",NULL,NULL
"1940","1758","Suzuki Swift V","2011",NULL,NULL,NULL
"1941","1758","Suzuki Swift IV","2004","2011",NULL,NULL
"1942","1758","Suzuki Swift III","2000","2003",NULL,NULL
"1943","1758","Suzuki Swift II","1989","2000",NULL,NULL
"1944","1758","Suzuki Swift I","1983","1989",NULL,NULL
"1945","1759","Suzuki SX4 II (S-Cross)","2013",NULL,NULL,NULL
"1946","1759","Suzuki SX4 I (Classic)","2006",NULL,NULL,NULL
"1947","1761","Suzuki Wagon R IV","2008","2012",NULL,NULL
"1948","1761","Suzuki Wagon R III","2003","2008",NULL,NULL
"1949","1761","Suzuki Wagon R II","1998","2003",NULL,NULL
"1950","1761","Suzuki Wagon R I","1993","1998",NULL,NULL
"1951","1762","Suzuki Wagon R+ II","2000","2008",NULL,NULL
"1952","1762","Suzuki Wagon R+ I","1997","2000",NULL,NULL
"1955","1773","TATA Indica II Vista","2008",NULL,NULL,NULL
"1956","1773","TATA Indica I","1998","2007",NULL,NULL
"1957","1774","TATA Indigo II Manza","2009",NULL,NULL,NULL
"1958","1774","TATA Indigo I","2002",NULL,NULL,NULL
"1959","1776","TATA Safari II Storme","2012",NULL,NULL,NULL
"1960","1776","TATA Safari I","1997",NULL,NULL,NULL
"1963","1791","Toyota 4runner V Рестайлинг","2013",NULL,NULL,NULL
"1964","1791","Toyota 4runner V","2009","2013",NULL,NULL
"1965","1791","Toyota 4runner IV","2003","2009",NULL,NULL
"1966","1791","Toyota 4runner III","1995","2003",NULL,NULL
